Union,date,week
36.17,2008-06-18,0825
36.16,2008-06-19,0825
36.15,2008-06-20,0825
36.14,2008-06-21,0825
36.13,2008-06-22,0825
36.12,2008-06-23,0826
36.12,2008-06-24,0826
36.11,2008-06-25,0826
36.11,2008-06-26,0826
36.1,2008-06-27,0826
36.15,2008-06-28,0826
36.2,2008-06-29,0826
36.26,2008-06-30,0827
36.31,2008-07-01,0827
36.36,2008-07-02,0827
36.42,2008-07-03,0827
36.48,2008-07-04,0827
36.57,2008-07-05,0827
36.66,2008-07-06,0827
36.75,2008-07-07,0828
36.84,2008-07-08,0828
36.92,2008-07-09,0828
37.01,2008-07-10,0828
37.03,2008-07-11,0828
37.11,2008-07-12,0828
37.18,2008-07-13,0828
37.26,2008-07-14,0829
37.33,2008-07-15,0829
37.41,2008-07-16,0829
37.48,2008-07-17,0829
37.56,2008-07-18,0829
37.56,2008-07-19,0829
37.57,2008-07-20,0829
37.57,2008-07-21,0830
37.58,2008-07-22,0830
37.59,2008-07-23,0830
37.59,2008-07-24,0830
37.6,2008-07-25,0830
37.58,2008-07-26,0830
37.57,2008-07-27,0830
37.56,2008-07-28,0831
37.54,2008-07-29,0831
37.53,2008-07-30,0831
37.51,2008-07-31,0831
37.5,2008-08-01,0831
37.46,2008-08-02,0831
37.42,2008-08-03,0831
37.38,2008-08-04,0832
37.35,2008-08-05,0832
37.31,2008-08-06,0832
37.32,2008-08-07,0832
37.32,2008-08-08,0832
37.35,2008-08-09,0832
37.37,2008-08-10,0832
37.39,2008-08-11,0833
37.42,2008-08-12,0833
37.44,2008-08-13,0833
37.47,2008-08-14,0833
37.41,2008-08-15,0833
37.38,2008-08-16,0833
37.35,2008-08-17,0833
37.32,2008-08-18,0834
37.28,2008-08-19,0834
37.25,2008-08-20,0834
37.22,2008-08-21,0834
37.2,2008-08-22,0834
37.17,2008-08-23,0834
37.15,2008-08-24,0834
37.13,2008-08-25,0835
37.11,2008-08-26,0835
37.09,2008-08-27,0835
37.07,2008-08-28,0835
37.05,2008-08-29,0835
37.04,2008-08-30,0835
37.02,2008-08-31,0835
37.01,2008-09-01,0836
36.99,2008-09-02,0836
36.97,2008-09-03,0836
36.99,2008-09-04,0836
37.01,2008-09-05,0836
37.03,2008-09-06,0836
37.05,2008-09-07,0836
37.07,2008-09-08,0837
37.09,2008-09-09,0837
37.11,2008-09-10,0837
37.16,2008-09-11,0837
37.13,2008-09-12,0837
37.05,2008-09-13,0837
36.98,2008-09-14,0837
36.9,2008-09-15,0838
36.82,2008-09-16,0838
36.75,2008-09-17,0838
36.66,2008-09-18,0838
36.58,2008-09-19,0838
36.52,2008-09-20,0838
36.47,2008-09-21,0838
36.42,2008-09-22,0839
36.36,2008-09-23,0839
36.31,2008-09-24,0839
36.25,2008-09-25,0839
36.2,2008-09-26,0839
36.1,2008-09-27,0839
36.01,2008-09-28,0839
35.92,2008-09-29,0840
35.82,2008-09-30,0840
35.73,2008-10-01,0840
35.66,2008-10-02,0840
35.71,2008-10-03,0840
35.76,2008-10-04,0840
35.81,2008-10-05,0840
35.86,2008-10-06,0841
35.91,2008-10-07,0841
35.97,2008-10-08,0841
36.02,2008-10-09,0841
36.01,2008-10-10,0841
36.05,2008-10-11,0841
36.09,2008-10-12,0841
36.13,2008-10-13,0842
36.17,2008-10-14,0842
36.21,2008-10-15,0842
36.28,2008-10-16,0842
36.35,2008-10-17,0842
36.4,2008-10-18,0842
36.44,2008-10-19,0842
36.48,2008-10-20,0843
36.52,2008-10-21,0843
36.56,2008-10-22,0843
36.6,2008-10-23,0843
36.6,2008-10-24,0843
36.63,2008-10-25,0843
36.66,2008-10-26,0843
36.68,2008-10-27,0844
36.71,2008-10-28,0844
36.74,2008-10-29,0844
36.76,2008-10-30,0844
36.79,2008-10-31,0844
36.86,2008-11-01,0844
36.93,2008-11-02,0844
36.99,2008-11-03,0845
37.06,2008-11-04,0845
37.12,2008-11-05,0845
37.2,2008-11-06,0845
37.19,2008-11-07,0845
37.19,2008-11-08,0845
37.18,2008-11-09,0845
37.18,2008-11-10,0846
37.18,2008-11-11,0846
37.18,2008-11-12,0846
37.19,2008-11-13,0846
37.19,2008-11-14,0846
37.25,2008-11-15,0846
37.32,2008-11-16,0846
37.38,2008-11-17,0847
37.44,2008-11-18,0847
37.51,2008-11-19,0847
37.57,2008-11-20,0847
37.59,2008-11-21,0847
37.59,2008-11-22,0847
37.59,2008-11-23,0847
37.59,2008-11-24,0848
37.59,2008-11-25,0848
37.59,2008-11-26,0848
37.58,2008-11-27,0848
37.58,2008-11-28,0848
37.56,2008-11-29,0848
37.54,2008-11-30,0848
37.52,2008-12-01,0849
37.5,2008-12-02,0849
37.48,2008-12-03,0849
37.47,2008-12-04,0849
37.47,2008-12-05,0849
37.44,2008-12-06,0849
37.41,2008-12-07,0849
37.38,2008-12-08,0850
37.35,2008-12-09,0850
37.32,2008-12-10,0850
37.32,2008-12-11,0850
37.28,2008-12-12,0850
37.24,2008-12-13,0850
37.21,2008-12-14,0850
37.18,2008-12-15,0851
37.15,2008-12-16,0851
37.12,2008-12-17,0851
37.09,2008-12-18,0851
37.06,2008-12-19,0851
37.04,2008-12-20,0851
37.01,2008-12-21,0851
36.99,2008-12-22,0852
36.96,2008-12-23,0852
36.93,2008-12-24,0852
36.91,2008-12-25,0852
36.88,2008-12-26,0852
36.86,2008-12-27,0852
36.83,2008-12-28,0852
36.81,2008-12-29,0801
36.78,2008-12-30,0801
36.76,2008-12-31,0801
36.73,2009-01-01,0901
36.71,2009-01-02,0901
36.68,2009-01-03,0901
36.65,2009-01-04,0901
36.63,2009-01-05,0902
36.59,2009-01-06,0902
36.59,2009-01-07,0902
36.56,2009-01-08,0902
36.43,2009-01-09,0902
36.32,2009-01-10,0902
36.21,2009-01-11,0902
36.1,2009-01-12,0903
36,2009-01-13,0903
35.9,2009-01-14,0903
35.8,2009-01-15,0903
35.7,2009-01-16,0903
35.58,2009-01-17,0903
35.46,2009-01-18,0903
35.34,2009-01-19,0904
35.25,2009-01-20,0904
35.16,2009-01-21,0904
35.07,2009-01-22,0904
34.98,2009-01-23,0904
34.89,2009-01-24,0904
34.8,2009-01-25,0904
34.71,2009-01-26,0905
34.69,2009-01-27,0905
34.66,2009-01-28,0905
34.63,2009-01-29,0905
34.53,2009-01-30,0905
34.45,2009-01-31,0905
34.38,2009-02-01,0905
34.3,2009-02-02,0906
34.25,2009-02-03,0906
34.2,2009-02-04,0906
34.16,2009-02-05,0906
34.12,2009-02-06,0906
34.08,2009-02-07,0906
34.04,2009-02-08,0906
34.01,2009-02-09,0907
34.05,2009-02-10,0907
34.1,2009-02-11,0907
34.15,2009-02-12,0907
34.08,2009-02-13,0907
34.01,2009-02-14,0907
33.95,2009-02-15,0907
33.89,2009-02-16,0908
33.81,2009-02-17,0908
33.74,2009-02-18,0908
33.69,2009-02-19,0908
33.64,2009-02-20,0908
33.57,2009-02-21,0908
33.5,2009-02-22,0908
33.43,2009-02-23,0909
33.39,2009-02-24,0909
33.35,2009-02-25,0909
33.32,2009-02-26,0909
33.28,2009-02-27,0909
33.26,2009-02-28,0909
33.24,2009-03-01,0909
33.21,2009-03-02,0910
33.27,2009-03-03,0910
33.34,2009-03-04,0910
33.45,2009-03-05,0910
33.44,2009-03-06,0910
33.41,2009-03-07,0910
33.41,2009-03-08,0910
33.41,2009-03-09,0911
33.4,2009-03-10,0911
33.4,2009-03-11,0911
33.4,2009-03-12,0911
33.4,2009-03-13,0911
33.41,2009-03-14,0911
33.43,2009-03-15,0911
33.45,2009-03-16,0912
33.5,2009-03-17,0912
33.55,2009-03-18,0912
33.61,2009-03-19,0912
33.67,2009-03-20,0912
33.72,2009-03-21,0912
33.8,2009-03-22,0912
33.89,2009-03-23,0913
33.97,2009-03-24,0913
34.05,2009-03-25,0913
34.13,2009-03-26,0913
34.13,2009-03-27,0913
34.13,2009-03-28,0913
34.13,2009-03-29,0913
34.13,2009-03-30,0914
34.2,2009-03-31,0914
34.26,2009-04-01,0914
34.34,2009-04-02,0914
34.42,2009-04-03,0914
34.42,2009-04-04,0914
34.42,2009-04-05,0914
34.42,2009-04-06,0915
34.45,2009-04-07,0915
34.49,2009-04-08,0915
34.52,2009-04-09,0915
34.54,2009-04-10,0915
34.56,2009-04-11,0915
34.6,2009-04-12,0915
34.65,2009-04-13,0916
34.7,2009-04-14,0916
34.75,2009-04-15,0916
34.79,2009-04-16,0916
34.83,2009-04-17,0916
34.86,2009-04-18,0916
34.89,2009-04-19,0916
34.93,2009-04-20,0917
35.02,2009-04-21,0917
35.12,2009-04-22,0917
35.21,2009-04-23,0917
35.24,2009-04-24,0917
35.24,2009-04-25,0917
35.23,2009-04-26,0917
35.23,2009-04-27,0918
35.24,2009-04-28,0918
35.25,2009-04-29,0918
35.26,2009-04-30,0918
35.28,2009-05-01,0918
35.3,2009-05-02,0918
35.32,2009-05-03,0918
35.34,2009-05-04,0919
35.32,2009-05-05,0919
35.3,2009-05-06,0919
35.33,2009-05-07,0919
35.3,2009-05-08,0919
35.24,2009-05-09,0919
35.18,2009-05-10,0919
35.12,2009-05-11,0920
35.13,2009-05-12,0920
35.14,2009-05-13,0920
35.15,2009-05-14,0920
35.16,2009-05-15,0920
35.13,2009-05-16,0920
35.1,2009-05-17,0920
35.07,2009-05-18,0921
35.05,2009-05-19,0921
35.02,2009-05-20,0921
35,2009-05-21,0921
34.97,2009-05-22,0921
34.95,2009-05-23,0921
34.92,2009-05-24,0921
34.89,2009-05-25,0922
34.93,2009-05-26,0922
34.97,2009-05-27,0922
35.01,2009-05-28,0922
35.01,2009-05-29,0922
35.02,2009-05-30,0922
35.02,2009-05-31,0922
35.03,2009-06-01,0923
35.03,2009-06-02,0923
35.1,2009-06-03,0923
35.17,2009-06-04,0923
35.24,2009-06-05,0923
35.27,2009-06-06,0923
35.3,2009-06-07,0923
35.34,2009-06-08,0924
35.37,2009-06-09,0924
35.44,2009-06-10,0924
35.43,2009-06-11,0924
35.42,2009-06-12,0924
35.43,2009-06-13,0924
35.44,2009-06-14,0924
35.45,2009-06-15,0925
35.49,2009-06-16,0925
35.53,2009-06-17,0925
35.57,2009-06-18,0925
35.61,2009-06-19,0925
35.63,2009-06-20,0925
35.65,2009-06-21,0925
35.67,2009-06-22,0926
35.67,2009-06-23,0926
35.66,2009-06-24,0926
35.68,2009-06-25,0926
35.7,2009-06-26,0926
35.7,2009-06-27,0926
35.7,2009-06-28,0926
35.7,2009-06-29,0927
35.74,2009-06-30,0927
35.78,2009-07-01,0927
35.85,2009-07-02,0927
35.92,2009-07-03,0927
35.93,2009-07-04,0927
35.95,2009-07-05,0927
35.96,2009-07-06,0928
35.97,2009-07-07,0928
35.98,2009-07-08,0928
35.99,2009-07-09,0928
36,2009-07-10,0928
36.01,2009-07-11,0928
36.02,2009-07-12,0928
36.03,2009-07-13,0929
36.04,2009-07-14,0929
36.05,2009-07-15,0929
36.07,2009-07-16,0929
36.08,2009-07-17,0929
36.1,2009-07-18,0929
36.12,2009-07-19,0929
36.14,2009-07-20,0930
36.16,2009-07-21,0930
36.19,2009-07-22,0930
36.22,2009-07-23,0930
36.25,2009-07-24,0930
36.2,2009-07-25,0930
36.14,2009-07-26,0930
36.09,2009-07-27,0931
36.1,2009-07-28,0931
36.1,2009-07-29,0931
36.11,2009-07-30,0931
36.12,2009-07-31,0931
36.09,2009-08-01,0931
36.06,2009-08-02,0931
36.02,2009-08-03,0932
36.04,2009-08-04,0932
36.05,2009-08-05,0932
36.11,2009-08-06,0932
36.16,2009-08-07,0932
36.13,2009-08-08,0932
36.1,2009-08-09,0932
36.07,2009-08-10,0933
36.11,2009-08-11,0933
36.14,2009-08-12,0933
36.16,2009-08-13,0933
36.18,2009-08-14,0933
36.19,2009-08-15,0933
36.21,2009-08-16,0933
36.22,2009-08-17,0934
36.21,2009-08-18,0934
36.2,2009-08-19,0934
36.2,2009-08-20,0934
36.17,2009-08-21,0934
36.14,2009-08-22,0934
36.11,2009-08-23,0934
36.08,2009-08-24,0935
36.02,2009-08-25,0935
35.95,2009-08-26,0935
35.87,2009-08-27,0935
35.79,2009-08-28,0935
35.71,2009-08-29,0935
35.64,2009-08-30,0935
35.56,2009-08-31,0936
35.49,2009-09-01,0936
35.43,2009-09-02,0936
35.43,2009-09-03,0936
35.39,2009-09-04,0936
35.35,2009-09-05,0936
35.3,2009-09-06,0936
35.26,2009-09-07,0937
35.25,2009-09-08,0937
35.24,2009-09-09,0937
35.23,2009-09-10,0937
35.2,2009-09-11,0937
35.18,2009-09-12,0937
35.16,2009-09-13,0937
35.13,2009-09-14,0938
35.06,2009-09-15,0938
34.99,2009-09-16,0938
34.92,2009-09-17,0938
34.81,2009-09-18,0938
34.7,2009-09-19,0938
34.59,2009-09-20,0938
34.48,2009-09-21,0939
34.34,2009-09-22,0939
34.2,2009-09-23,0939
34.07,2009-09-24,0939
33.98,2009-09-25,0939
33.89,2009-09-26,0939
33.8,2009-09-27,0939
33.86,2009-09-28,0940
33.91,2009-09-29,0940
33.97,2009-09-30,0940
34.03,2009-10-01,0940
34.05,2009-10-02,0940
34.03,2009-10-03,0940
34.01,2009-10-04,0940
33.98,2009-10-05,0941
34.01,2009-10-06,0941
34.05,2009-10-07,0941
34.08,2009-10-08,0941
34.11,2009-10-09,0941
34.15,2009-10-10,0941
34.19,2009-10-11,0941
34.23,2009-10-12,0942
34.28,2009-10-13,0942
34.33,2009-10-14,0942
34.4,2009-10-15,0942
34.44,2009-10-16,0942
34.45,2009-10-17,0942
34.47,2009-10-18,0942
34.48,2009-10-19,0943
34.53,2009-10-20,0943
34.57,2009-10-21,0943
34.61,2009-10-22,0943
34.64,2009-10-23,0943
34.65,2009-10-24,0943
34.66,2009-10-25,0943
34.67,2009-10-26,0944
34.72,2009-10-27,0944
34.77,2009-10-28,0944
34.82,2009-10-29,0944
34.83,2009-10-30,0944
34.79,2009-10-31,0944
34.75,2009-11-01,0944
34.7,2009-11-02,0945
34.75,2009-11-03,0945
34.8,2009-11-04,0945
34.84,2009-11-05,0945
34.89,2009-11-06,0945
34.87,2009-11-07,0945
34.86,2009-11-08,0945
34.85,2009-11-09,0946
34.88,2009-11-10,0946
34.92,2009-11-11,0946
34.96,2009-11-12,0946
35,2009-11-13,0946
34.98,2009-11-14,0946
34.97,2009-11-15,0946
34.95,2009-11-16,0947
35.02,2009-11-17,0947
35.08,2009-11-18,0947
35.15,2009-11-19,0947
35.2,2009-11-20,0947
35.17,2009-11-21,0947
35.13,2009-11-22,0947
35.1,2009-11-23,0948
35.14,2009-11-24,0948
35.19,2009-11-25,0948
35.23,2009-11-26,0948
35.28,2009-11-27,0948
35.25,2009-11-28,0948
35.22,2009-11-29,0948
35.19,2009-11-30,0949
35.17,2009-12-01,0949
35.15,2009-12-02,0949
35.14,2009-12-03,0949
35.12,2009-12-04,0949
35.06,2009-12-05,0949
35.01,2009-12-06,0949
34.95,2009-12-07,0950
34.96,2009-12-08,0950
34.98,2009-12-09,0950
34.99,2009-12-10,0950
35.01,2009-12-11,0950
34.95,2009-12-12,0950
34.88,2009-12-13,0950
34.82,2009-12-14,0951
34.81,2009-12-15,0951
34.8,2009-12-16,0951
34.79,2009-12-17,0951
34.78,2009-12-18,0951
34.76,2009-12-19,0951
34.73,2009-12-20,0951
34.71,2009-12-21,0952
34.74,2009-12-22,0952
34.76,2009-12-23,0952
34.78,2009-12-24,0952
34.79,2009-12-25,0952
34.81,2009-12-26,0952
34.83,2009-12-27,0952
34.85,2009-12-28,0953
34.87,2009-12-29,0953
34.89,2009-12-30,0953
34.91,2009-12-31,0953
34.93,2010-01-01,1053
34.94,2010-01-02,1053
34.96,2010-01-03,1053
34.98,2010-01-04,1001
35,2010-01-05,1001
35.02,2010-01-06,1001
35,2010-01-07,1001
34.99,2010-01-08,1001
34.97,2010-01-09,1001
34.95,2010-01-10,1001
34.94,2010-01-11,1002
34.99,2010-01-12,1002
35.04,2010-01-13,1002
35.09,2010-01-14,1002
35.11,2010-01-15,1002
35.14,2010-01-16,1002
35.17,2010-01-17,1002
35.2,2010-01-18,1003
35.24,2010-01-19,1003
35.28,2010-01-20,1003
35.3,2010-01-21,1003
35.36,2010-01-22,1003
35.38,2010-01-23,1003
35.41,2010-01-24,1003
35.43,2010-01-25,1004
35.48,2010-01-26,1004
35.53,2010-01-27,1004
35.58,2010-01-28,1004
35.59,2010-01-29,1004
35.57,2010-01-30,1004
35.56,2010-01-31,1004
35.54,2010-02-01,1005
35.5,2010-02-02,1005
35.46,2010-02-03,1005
35.4,2010-02-04,1005
35.34,2010-02-05,1005
35.35,2010-02-06,1005
35.31,2010-02-07,1005
35.28,2010-02-08,1006
35.25,2010-02-09,1006
35.22,2010-02-10,1006
35.19,2010-02-11,1006
35.16,2010-02-12,1006
35.13,2010-02-13,1006
35.11,2010-02-14,1006
35.09,2010-02-15,1007
35.07,2010-02-16,1007
35.05,2010-02-17,1007
35.06,2010-02-18,1007
35.07,2010-02-19,1007
35.01,2010-02-20,1007
34.94,2010-02-21,1007
34.88,2010-02-22,1008
34.87,2010-02-23,1008
34.86,2010-02-24,1008
34.85,2010-02-25,1008
34.8,2010-02-26,1008
34.74,2010-02-27,1008
34.68,2010-02-28,1008
34.62,2010-03-01,1009
34.6,2010-03-02,1009
34.58,2010-03-03,1009
34.51,2010-03-04,1009
34.44,2010-03-05,1009
34.45,2010-03-06,1009
34.45,2010-03-07,1009
34.45,2010-03-08,1010
34.49,2010-03-09,1010
34.53,2010-03-10,1010
34.57,2010-03-11,1010
34.56,2010-03-12,1010
34.58,2010-03-13,1010
34.6,2010-03-14,1010
34.62,2010-03-15,1011
34.62,2010-03-16,1011
34.62,2010-03-17,1011
34.55,2010-03-18,1011
34.48,2010-03-19,1011
34.54,2010-03-20,1011
34.6,2010-03-21,1011
34.67,2010-03-22,1012
34.71,2010-03-23,1012
34.75,2010-03-24,1012
34.79,2010-03-25,1012
34.76,2010-03-26,1012
34.78,2010-03-27,1012
34.79,2010-03-28,1012
34.8,2010-03-29,1013
34.8,2010-03-30,1013
34.79,2010-03-31,1013
34.78,2010-04-01,1013
34.81,2010-04-02,1013
34.83,2010-04-03,1013
34.86,2010-04-04,1013
34.89,2010-04-05,1014
34.91,2010-04-06,1014
34.98,2010-04-07,1014
35.05,2010-04-08,1014
35.12,2010-04-09,1014
35.16,2010-04-10,1014
35.19,2010-04-11,1014
35.22,2010-04-12,1015
35.27,2010-04-13,1015
35.31,2010-04-14,1015
35.34,2010-04-15,1015
35.36,2010-04-16,1015
35.36,2010-04-17,1015
35.35,2010-04-18,1015
35.34,2010-04-19,1016
35.36,2010-04-20,1016
35.38,2010-04-21,1016
35.4,2010-04-22,1016
35.34,2010-04-23,1016
35.26,2010-04-24,1016
35.19,2010-04-25,1016
35.11,2010-04-26,1017
34.98,2010-04-27,1017
34.85,2010-04-28,1017
34.71,2010-04-29,1017
34.57,2010-04-30,1017
34.47,2010-05-01,1017
34.36,2010-05-02,1017
34.25,2010-05-03,1018
34.16,2010-05-04,1018
34.07,2010-05-05,1018
33.98,2010-05-06,1018
33.88,2010-05-07,1018
33.73,2010-05-08,1018
33.59,2010-05-09,1018
33.44,2010-05-10,1019
33.25,2010-05-11,1019
33.11,2010-05-12,1019
32.96,2010-05-13,1019
32.81,2010-05-14,1019
32.7,2010-05-15,1019
32.59,2010-05-16,1019
32.48,2010-05-17,1020
32.46,2010-05-18,1020
32.43,2010-05-19,1020
32.41,2010-05-20,1020
32.28,2010-05-21,1020
32.17,2010-05-22,1020
32.12,2010-05-23,1020
32.07,2010-05-24,1021
32.02,2010-05-25,1021
31.97,2010-05-26,1021
31.88,2010-05-27,1021
31.8,2010-05-28,1021
31.79,2010-05-29,1021
31.79,2010-05-30,1021
31.78,2010-05-31,1022
31.83,2010-06-01,1022
31.88,2010-06-02,1022
31.85,2010-06-03,1022
31.82,2010-06-04,1022
31.79,2010-06-05,1022
31.75,2010-06-06,1022
31.71,2010-06-07,1023
31.66,2010-06-08,1023
31.61,2010-06-09,1023
31.57,2010-06-10,1023
31.54,2010-06-11,1023
31.53,2010-06-12,1023
31.56,2010-06-13,1023
31.58,2010-06-14,1024
31.6,2010-06-15,1024
31.61,2010-06-16,1024
31.62,2010-06-17,1024
31.57,2010-06-18,1024
31.6,2010-06-19,1024
31.63,2010-06-20,1024
31.67,2010-06-21,1025
31.68,2010-06-22,1025
31.69,2010-06-23,1025
31.7,2010-06-24,1025
31.71,2010-06-25,1025
31.7,2010-06-26,1025
31.7,2010-06-27,1025
31.69,2010-06-28,1026
31.67,2010-06-29,1026
31.64,2010-06-30,1026
31.62,2010-07-01,1026
31.54,2010-07-02,1026
31.49,2010-07-03,1026
31.44,2010-07-04,1026
31.39,2010-07-05,1027
31.36,2010-07-06,1027
31.34,2010-07-07,1027
31.31,2010-07-08,1027
31.29,2010-07-09,1027
31.27,2010-07-10,1027
31.26,2010-07-11,1027
31.25,2010-07-12,1028
31.26,2010-07-13,1028
31.27,2010-07-14,1028
31.27,2010-07-15,1028
31.21,2010-07-16,1028
31.22,2010-07-17,1028
31.23,2010-07-18,1028
31.24,2010-07-19,1029
31.19,2010-07-20,1029
31.15,2010-07-21,1029
31.05,2010-07-22,1029
30.95,2010-07-23,1029
30.96,2010-07-24,1029
30.97,2010-07-25,1029
30.98,2010-07-26,1030
30.93,2010-07-27,1030
30.88,2010-07-28,1030
30.82,2010-07-29,1030
30.77,2010-07-30,1030
30.76,2010-07-31,1030
30.75,2010-08-01,1030
30.74,2010-08-02,1031
30.71,2010-08-03,1031
30.67,2010-08-04,1031
30.63,2010-08-05,1031
30.58,2010-08-06,1031
30.63,2010-08-07,1031
30.67,2010-08-08,1031
30.71,2010-08-09,1032
30.74,2010-08-10,1032
30.76,2010-08-11,1032
30.79,2010-08-12,1032
30.81,2010-08-13,1032
30.86,2010-08-14,1032
30.92,2010-08-15,1032
30.98,2010-08-16,1033
30.97,2010-08-17,1033
30.96,2010-08-18,1033
30.95,2010-08-19,1033
30.94,2010-08-20,1033
30.98,2010-08-21,1033
31.02,2010-08-22,1033
31.06,2010-08-23,1034
31.1,2010-08-24,1034
31.15,2010-08-25,1034
31.19,2010-08-26,1034
31.18,2010-08-27,1034
31.17,2010-08-28,1034
31.17,2010-08-29,1034
31.16,2010-08-30,1035
31.17,2010-08-31,1035
31.18,2010-09-01,1035
31.15,2010-09-02,1035
31.11,2010-09-03,1035
31.09,2010-09-04,1035
31.07,2010-09-05,1035
31.05,2010-09-06,1036
31.03,2010-09-07,1036
31.01,2010-09-08,1036
30.99,2010-09-09,1036
30.94,2010-09-10,1036
30.94,2010-09-11,1036
30.94,2010-09-12,1036
30.94,2010-09-13,1037
30.93,2010-09-14,1037
30.93,2010-09-15,1037
30.89,2010-09-16,1037
30.79,2010-09-17,1037
30.78,2010-09-18,1037
30.78,2010-09-19,1037
30.78,2010-09-20,1038
30.76,2010-09-21,1038
30.74,2010-09-22,1038
30.72,2010-09-23,1038
30.69,2010-09-24,1038
30.7,2010-09-25,1038
30.72,2010-09-26,1038
30.73,2010-09-27,1039
30.78,2010-09-28,1039
30.84,2010-09-29,1039
30.84,2010-09-30,1039
30.83,2010-10-01,1039
30.81,2010-10-02,1039
30.79,2010-10-03,1039
30.77,2010-10-04,1040
30.74,2010-10-05,1040
30.7,2010-10-06,1040
30.61,2010-10-07,1040
30.52,2010-10-08,1040
30.51,2010-10-09,1040
30.5,2010-10-10,1040
30.49,2010-10-11,1041
30.52,2010-10-12,1041
30.55,2010-10-13,1041
30.57,2010-10-14,1041
30.59,2010-10-15,1041
30.58,2010-10-16,1041
30.58,2010-10-17,1041
30.58,2010-10-18,1042
30.62,2010-10-19,1042
30.67,2010-10-20,1042
30.71,2010-10-21,1042
30.71,2010-10-22,1042
30.75,2010-10-23,1042
30.79,2010-10-24,1042
30.83,2010-10-25,1043
30.85,2010-10-26,1043
30.88,2010-10-27,1043
30.91,2010-10-28,1043
30.94,2010-10-29,1043
31.01,2010-10-30,1043
31.09,2010-10-31,1043
31.17,2010-11-01,1044
31.26,2010-11-02,1044
31.35,2010-11-03,1044
31.42,2010-11-04,1044
31.5,2010-11-05,1044
31.54,2010-11-06,1044
31.59,2010-11-07,1044
31.63,2010-11-08,1045
31.72,2010-11-09,1045
31.81,2010-11-10,1045
31.97,2010-11-11,1045
32.09,2010-11-12,1045
32.17,2010-11-13,1045
32.26,2010-11-14,1045
32.34,2010-11-15,1046
32.42,2010-11-16,1046
32.5,2010-11-17,1046
32.61,2010-11-18,1046
32.75,2010-11-19,1046
32.83,2010-11-20,1046
32.91,2010-11-21,1046
32.98,2010-11-22,1047
33.06,2010-11-23,1047
33.14,2010-11-24,1047
33.22,2010-11-25,1047
33.31,2010-11-26,1047
33.36,2010-11-27,1047
33.41,2010-11-28,1047
33.46,2010-11-29,1048
33.51,2010-11-30,1048
33.56,2010-12-01,1048
33.64,2010-12-02,1048
33.71,2010-12-03,1048
33.77,2010-12-04,1048
33.82,2010-12-05,1048
33.88,2010-12-06,1049
33.93,2010-12-07,1049
33.99,2010-12-08,1049
34.01,2010-12-09,1049
34.04,2010-12-10,1049
34.07,2010-12-11,1049
34.1,2010-12-12,1049
34.13,2010-12-13,1050
34.16,2010-12-14,1050
34.19,2010-12-15,1050
34.23,2010-12-16,1050
34.28,2010-12-17,1050
34.3,2010-12-18,1050
34.31,2010-12-19,1050
34.33,2010-12-20,1051
34.35,2010-12-21,1051
34.36,2010-12-22,1051
34.4,2010-12-23,1051
34.45,2010-12-24,1051
34.51,2010-12-25,1051
34.56,2010-12-26,1051
34.62,2010-12-27,1052
34.67,2010-12-28,1052
34.73,2010-12-29,1052
34.78,2010-12-30,1052
34.83,2010-12-31,1052
34.88,2011-01-01,1152
34.93,2011-01-02,1152
34.97,2011-01-03,1101
35.02,2011-01-04,1101
35.07,2011-01-05,1101
35.09,2011-01-06,1101
35.1,2011-01-07,1101
35.13,2011-01-08,1101
35.15,2011-01-09,1101
35.17,2011-01-10,1102
35.19,2011-01-11,1102
35.21,2011-01-12,1102
35.26,2011-01-13,1102
35.3,2011-01-14,1102
35.31,2011-01-15,1102
35.31,2011-01-16,1102
35.32,2011-01-17,1103
35.33,2011-01-18,1103
35.33,2011-01-19,1103
35.4,2011-01-20,1103
35.47,2011-01-21,1103
35.5,2011-01-22,1103
35.53,2011-01-23,1103
35.57,2011-01-24,1104
35.6,2011-01-25,1104
35.63,2011-01-26,1104
35.64,2011-01-27,1104
35.64,2011-01-28,1104
35.61,2011-01-29,1104
35.59,2011-01-30,1104
35.57,2011-01-31,1105
35.55,2011-02-01,1105
35.53,2011-02-02,1105
35.52,2011-02-03,1105
35.51,2011-02-04,1105
35.48,2011-02-05,1105
35.45,2011-02-06,1105
35.42,2011-02-07,1106
35.38,2011-02-08,1106
35.35,2011-02-09,1106
35.39,2011-02-10,1106
35.42,2011-02-11,1106
35.43,2011-02-12,1106
35.43,2011-02-13,1106
35.44,2011-02-14,1107
35.44,2011-02-15,1107
35.45,2011-02-16,1107
35.44,2011-02-17,1107
35.4,2011-02-18,1107
35.34,2011-02-19,1107
35.27,2011-02-20,1107
35.21,2011-02-21,1108
35.15,2011-02-22,1108
35.08,2011-02-23,1108
35.03,2011-02-24,1108
34.95,2011-02-25,1108
34.91,2011-02-26,1108
34.87,2011-02-27,1108
34.84,2011-02-28,1109
34.8,2011-03-01,1109
34.76,2011-03-02,1109
34.83,2011-03-03,1109
34.89,2011-03-04,1109
34.9,2011-03-05,1109
34.91,2011-03-06,1109
34.91,2011-03-07,1110
34.92,2011-03-08,1110
34.93,2011-03-09,1110
34.93,2011-03-10,1110
34.93,2011-03-11,1110
34.88,2011-03-12,1110
34.83,2011-03-13,1110
34.71,2011-03-14,1111
